sitrep_no,page,line_no,line_text
28,8,9,4.7 Communication sur les risques et engagement communautaire
28,8,11,"Nord-Kivu : 11 853 personnes sensibilisées dans les espaces publics et points stratégiques, renforçant la"
28,8,12,prévention et la confiance communautaire en faveur de mesures de la riposte à la MVE ; 77 acteurs
28,8,13,communautaires clés dont 41 femmes et 36 hommes dont les leaders et influenceurs communautaires se sont
28,8,14,engagés pour améliorer la diffusion de messages fiables et l’adhésion à la riposte dans leurs prêches ;18
28,8,15,radios ont réalisé 18 émissions et 36 spots avec une diffusion massive de messages via ces radios locales
28,8,16,"sur la prévention, les signes de la MVE et l’hygiène des mains ; 11 alertes communautaires rapportées avec"
28,8,17,"l’implication de 368 acteurs communautaires, renforçant ainsi la surveillance et l’alerte précoce dans les"
28,8,18,communautés.
28,8,19,Sud-Kivu : Plaidoyer auprès de 45 leaders de la zone de santé de Katana sur leur implication dans la lutte
28,8,20,contre la maladie à virus Ebola ; tenue de la réunion du pilier CREC dans la zone de santé de Mitimurhesa sur
28,8,21,les interventions à mener autour des cas MVE ; briefing de 10 membres du pilier CREC sélectionnés dans les
28,8,22,différentes couches de la communauté de la zone de santé de Katana.
28,8,23,Ituri : Evaluation des activités de la riposte à la MVE dans la ZS Mongbwalu sous la présidence de l’AT de
28,8,24,Djugu ; plaidoyer auprès du Bourgmestre de la Commune de SHARI pour son implication dans la
28,8,25,"réglementation des prières dans l’enclos de la morgue Balidja non loin du CME/Nyankunde, ZS Rwampara."
28,8,26,Constat : Les prières funèbres pour la sortie des corps sans vie sont organisées dans l’enceinte de cette
28,8,27,morgue et les fanfares sont utilisées à cette occasion.
28,8,28,Résultat : Le Bourgmestre a promis d’inviter le propriétaire de cette morgue pour l’interpeler conformément
28,8,29,aux instructions du Gouverneur de la province.
28,8,30,Appui aux autres piliers :
28,8,31,"• Surveillance : investigation et listage des cas contacts (ZS Bunia, AS BIGO) ;"
28,8,32,"• PCI : préparation des familles à adhérer à l’EDS en cas de décès communautaires (ZS Bunia, AS"
28,8,33,Bankoko et Bigo).
28,8,34,Résultat : EDS réalisée.
28,8,36,4.8 Logistique et Sécurité
28,8,37,"• Réception des médicaments et Livraison des intrants PCI, Médicaments à la ZS de Rwampara"
28,8,38,• Livraison des matériels CTE/CME-Bunia.
28,8,39,4.9. Sécurité
28,8,40,• La situation sécuritaire dans la ville de Bunia (zones de santé de Bunia et Rwampara) est relativement
28,8,41,"calme. Cependant, l’activisme de groupes armés dans les territoires de Djugu, Irumu et Mambasa"
28,8,42,continue de limiter l’accès humanitaire dans plusieurs zones de santé affectées ou à risque.
28,8,44,4.10. PSEA (Prévention contre l'Exploitation et les Abus Sexuels)
28,8,45,"• En Ituri : Avec l’appui des partenaires coopérants du PAM, 74 participants (31 femmes et 43 hommes)"
28,8,46,"ont pris part aux activités organisées à Bunia. Par ailleurs, 27 participants (10 femmes et 17 hommes),"
28,8,47,8
28,9,1,"incluant les agents de FHI360, ont procédé à la signature du code de bonne conduite. Enfin, une"
28,9,2,séance avec les leaders communautaires a mobilisé 77 participants (30 femmes et 47 hommes).
28,9,3,• Nord-Kivu : A Goma et à Béni : organisation des séances de sensibilisation pour la deuxième vague
28,9,4,"des relais communautaires et des leaders communautaires155 personnes ont pris part à ces activités,"
28,9,5,"dont 71 femmes, 53 participants (13 femmes et 40 hommes) dont 21 ont signé le code (5F et 16M)."
28,9,6,• Sud-Kivu : Briefing PSEA au profit des acteurs intervenants dans la riposte ainsi que les prestataires
28,9,7,"de soins de CS Kabushwa, au total 42 personnes (13 femmes) ; briefing PSEA de 100 (31 femmes)"
28,9,8,"enseignants de ZS de Mitimurhesa (Lwiro) sur les concepts EAS, mécanisme de signalement suivi de"
28,9,9,la signature de code de bonne conduite.
28,9,11,5. PRINCIPAUX DÉFIS
28,9,12,N° Défis Impact Action requise
28,9,13,1 Réticence aux prélèvements post mortem Retard de confirmation ; Engagement communautaire
28,9,14,(swabs) sous-estimation des cas intensif ; implication des leaders
28,9,15,religieux
28,9,16,2 Capacité insuffisante en CTE normés Saturation potentielle des Accélération de la construction des
28,9,17,malgré l'ouverture de Rwampara CTE existants CTE planifiés
28,9,18,4 Défaut d'approvisionnement en Fragilisation de la prise Plaidoyer pour la dotation en MEG
28,9,19,Médicaments Essentiels Génériques (MEG) en charge globale
28,9,20,dans les HGR ciblés
28,9,21,"5 Insuffisance de matériels PCI (EPI, DLM, Risque nosocomial Approvisionnement urgent"
28,9,22,chlore) au Nord-Kivu
28,9,23,6 Faible remontée des alertes dans les 3 Retard de détection des Renforcement de la surveillance
28,9,24,provinces cas communautaire
28,9,25,7 Insuffisance des ressources financières Ralentissement des Mobilisation des ressources (gap
28,9,26,"pour tous les piliers opérations de 21,5 millions USD)"
28,9,28,6. PERSPECTIVES ET ACTIONS PRIORITAIRES (24-72h)
28,9,29,Priorité Action Pilier Échéance
28,9,30,responsable
28,9,31,1 Formation des prestataires sur l'utilisation de la PCR RADIONE Laboratoire J+2
28,9,32,2 Briefing des prestataires sur la surveillance MVE et la SBC dans les Surveillance/CREC J+3
28,9,33,zones touchées et à haut risque
28,9,34,3 Briefing des agents communautaires sur la surveillance MVE et la SBC Surveillance/CREC J+3
28,9,35,(province Ituri)
28,9,36,4 Accompagnement supervisé du Directeur Général de l'INSP dans les Coordination Continue
28,9,37,piliers techniques
28,9,38,5 Rattrapage du suivi des contacts en Ituri reste encore faible Surveillance J+7
28,9,39,6 Renforcement PCI et formation du personnel à Nyankunde et autres PCI J+2
28,9,40,zones nosocomiales
28,9,41,7 Déploiement d'un tableau de bord quotidien standardisé avec KPI par Coordination J+3
28,9,42,pilier
28,9,43,8 Plan de rattrapage des échantillons en attente d'analyse au Nord-Kivu Laboratoire J+2
28,9,44,"9 Nord-Kivu : sortie du cas guéri à Goma (J+1), réponse aux incidents J+2"
28,9,45,"sécuritaires (incursion ADF), formation PCI à l'HGR Virunga, extension"
28,9,46,CREC aux ménages
28,9,47,"10 Sud-Kivu : dotation de 2 véhicules supplémentaires, installation d'un kit J+2"
28,9,48,"Internet à Miti-Murhesa, crédits de communication pour les IT/ECZS"
28,9,53,9
28,10,1,Mission d’évaluation de la coordination à Beni et Butembo Supervision de travaux de construction de la cabane de
28,10,2,dans le cadre de la riposte à la 17ᵉ épidémie PoC Dele dans la zone de Santé de Rwampara
28,10,7,Début du briefing des acteurs du CHU cinquantenaire sur la Maladie à Virus Ebola
28,10,8,dans le cadre des activités de préparation à Kinshasa
28,10,13,10
28,11,1,Pour l’Institut National de la Santé Publique (INSP) de la RDC
28,11,2,Le Directeur Général de l’INSP
28,11,3,Dr MWAMBA KAZADI Dieudonné
28,11,5,E-mail : dieudonne.mwamba@insp.cd
28,11,6,POUR TOUTE
28,11,7,INFORMATION Tel. : +243 816 040 145
28,11,8,"SUPPLÉMENTAIRE,"
28,11,9,VEUILLEZ CONTACTER Le Coordonnateur COU-SP
28,11,10,Prof NGANDU Christian
28,11,12,E-mail : Christian.ngandu@insp.cd
28,11,13,Tél. : +243998091915
28,11,14,L’Incident Manager
28,11,15,Prof Pierre AKILIMALI
28,11,17,E-mail : pierre.akilimali@insp.cd
28,11,18,Tél. : +243815800288
28,11,23,Avec l’appui technique de l’Organisation Mondiale de la Santé (OMS) et
28,11,24,de Africa CDC
28,11,29,11
27,1,1,Centre d’Opérations d’Urgence de Santé Publique
27,1,2,« COUSP RDC »
27,1,3,Système de Gestion de l’Incident MVE-17
27,1,5,² Rapport de Situation de la 17 ème Epidémie de la Maladie à Virus EBOLA /RDC
27,1,6,SitRep N°27/MVB_10/06/2026
27,1,8,"Provinces touchées (3) ITURI, NORD-KIVU & SUD-KIVU"
27,1,9," Ituri (19/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,"
27,1,10,"Mambasa, Mangala, Mongbwalu, Nizi, Nyankunde, Rimba, Rwampara, Tchomia,"
27,1,11,Zones de Santé touchées Kambala.
27,1,12,"(29)  Nord-Kivu (9/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha, Masereka"
27,1,13,et Vuhovi.
27,1,14, Sud-Kivu (1/34) : Miti-Murhesa
27,1,15,Date de rapportage 10 juin 2026
27,1,16,Date de publication 11 juin 2026
27,1,21,"676* 136(20,1%) 262(63,9%) 32 119(50 décès) ** 71,8%"
27,1,23,Cumul cas confirmés Cumul décès parmi Patients en Cas suspects du Taux de suivi des
27,1,24,isolement - Nombre cumulé
27,1,25,pour les 3 provinces les confirmés et taux jour contacts pour les
27,1,26,hospitalisation des guéris
27,1,27,de létalité 3 provinces
27,1,28,*Données en cours d’harmonisationn en vue d’intégrer les cas confirmés encore en communauté ainsi que **Les décès suspects survenus en communauté font l’objet d’une investigation
27,1,29,les cas d’évasion dans le décompte global approfondie en vue d’une éventuelle reclassification en tant que cas probables.
27,1,31,1. FAITS SAILLANTS
27,1,33," En date du 10 juin 2026, 41 nouveaux cas confirmés dont 9 décès, ont été rapportés dans les zones"
27,1,34,"de santé de Bunia (12), Mongbwalu (5), Rwampara (4), Bambu (2), Nizi (2), Lita (1), Nyakunde (1) Mangala"
27,1,35,"(1), Kambala (1) en Ituri et Beni (4), Katwa (4), Butembo (1), Kyondo (1), Masereka (1), Vuhovi (1) au"
27,1,36,Nord-Kivu.
27,1,37, Trois nouvelles zones de santé touchées dont 2 (Masereka et Vuhovi) au Nord-Kivu et 1 (Kambala)
27,1,38,en Ituri
27,1,39, Deux (2) patients confirmés de la maladie à virus Ebola dans la ZS Bunia (province de l’Ituri) ont été
27,1,40,déclarés guéris.
27,1,42,2. CONTEXTE ÉPIDÉMIOLOGIQUE ET OPÉRATIONNEL
27,1,44,"La province de l'Ituri, située au Nord-Est de la République Démocratique du Congo, partage une frontière"
27,1,45,"longue et poreuse avec l'Ouganda et le Soudan du Sud. Depuis plus de deux décennies, elle est confrontée"
27,1,46,à une crise humanitaire chronique liée aux conflits armés et aux déplacements récurrents de populations. Sa
27,1,47,"population est estimée à plus de 8 millions d'habitants, dont plus d'un million de déplacés internes. La zone"
27,1,48,"de santé de Mongbwalu, considérée comme le point de départ de l'épidémie, est située dans le territoire de"
27,1,49,"Djugu à 70 km de Bunia. Cette zone se caractérise par la présence de groupes armés, des mouvements"
27,1,50,"fréquents de population vers l'Ouganda, et de nombreux chantiers miniers artisanaux attirant des travailleurs"
27,1,51,"migrants. En septembre 2018, la province de l'Ituri avait déjà été touchée par la 10ème épidémie de MVE qui"
27,1,52,"sévissait alors au Nord-Kivu. L'épidémie actuelle, due au Bundibugyo ebolavirus, a été déclarée officiellement"
27,1,53,le 15 mai 2026 par le ministre de la Santé Publique. Les trois provinces touchées comptent une population
27,2,1,"totale estimée à près de 15 millions d'habitants, avec des déplacements internes massifs et des flux"
27,2,2,transfrontaliers vers les pays voisins.
27,2,7,Figure 1. Chronologie des faits de l’épidémie de la maladie à virus Ebola-Bundibugyo.
27,2,9,3. ANALYSE ÉPIDÉMIOLOGIQUE DÉTAILLÉE
27,2,11,3.1 Distribution spatiale et foyers actifs au 10 juin 2026
27,2,13,Nouveaux
27,2,14,Cas Décès Zones de santé cas
27,2,15,Province Létalité
27,2,16,confirmés (confirmés) touchées confirmés
27,2,17,(24h)
27,2,18,"Ituri 629 109 17,3% 19 sur 36 (52,8 %) 29"
27,2,19,"Nord-Kivu 44 26 59,1% 9 sur 34 (26,5 %) 12"
27,2,20,"Sud-Kivu 3 1 33,3% 1 sur 34 (2,9 %) 0"
27,2,21,"Total 676 136 20,1% 29 sur 104 (27,9 %) 41"
27,2,22," Trois nouvelles zones de santé sont touchées, en l’occurrence celles de Masereka et Vuhovi (Nord-Kivu)"
27,2,23,"et Kambala (Ituri). Globalement, le nombre des ZS affectées passe de 26 à 29/104 (section 3.1). Pour la"
27,2,24,"journée du 10 juin 2026, la province de l’Ituri détient 93,0% des cas confirmés rapportés dans les 3"
27,2,25,"provinces touchées. La province du Nord-Kivu reste la plus affectée en termes de létalité (59,1%) tandis"
27,2,26,"que la province de l’Ituri maintient une faible létalité (17,3%). C’est depuis le 26 mai 2026 que la province"
27,2,27,"du Sud-Kivu, avait enregistré son dernier cas confirmé."
27,2,28,3.2 Répartition par zone de santé (Cumul au 10/06/2026)
27,2,30," Province de l'Ituri (629 cas) : Bunia (185), Rwampara (137), Mongbwalu (132), Nyankunde (33), Rimba"
27,2,31,"(3), Mambasa (2), Bambu (7), Aru (3), Damas (3), Kilo (4), Nizi (7), Mangala (2), Aungba (2), Gety (1),"
27,2,32,"Komanda (3), Lita (6), Logo (2), Tchomia (2) et Kambala (1), (Quatre-vingt-quatorze (94) cas"
27,2,33,supplémentaires sont en cours de ventilation.
27,2,34," Province du Nord-Kivu (44 cas) : Katwa (18), Beni (9), Butembo (9), Oicha (2), Kalunguta (1), Kyondo"
27,2,35,"(2), Goma (1), Masereka (1) et Vuhovi (1)."
27,2,36,2
27,3,1, Province du Sud-Kivu (3 cas) : Miti-Murhesa (3).
27,3,3,"3.3 Analyse temporelle : On observe un nombre croissant des cas confirmés d’une semaine à l’autre,"
27,3,4,traduisant une transmission continue de la maladie dans la communauté. Une expansion géographique brutale
27,3,5,de l’épidémie est à craindre si les actions de santé publique ne sont pas mises en œuvre rapidement.
27,3,10,3.4 Cartographie épidémique
27,3,15,Figures 2 & 3. Spatialisation des cas confirmés de la MVE par zone de santé affectées et dans les
27,3,16,trois provinces touchées en date du 10 Juin 2026
27,3,21,3
27,4,1,Tableau 1. Répartition des cas confirmés et des décès de la MVE Bundibugyo par zone de santé et
27,4,2,"par province, République Démocratique du Congo, au 10 juin 2026."
27,4,4,Décès
27,4,5,Cas confirmés
27,4,6,Province / Zone de santé confirmés Létalité (%)
27,4,7,cumulés (n)
27,4,8,cumulés (n)
27,4,9,ITURI
27,4,10,"Bunia 185 17 9,2%"
27,4,11,"Rwampara 137 25 18,2%"
27,4,12,"Mongbwalu 132 49 37,1%"
27,4,13,"Nyankunde 33 1 3,0%"
27,4,14,"Bambu 7 2 28,6%"
27,4,15,"Aru 3 1 33,3%"
27,4,16,"Kilo 4 1 25,0%"
27,4,17,"Nizi 7 0 0,0%"
27,4,18,"Mangala 2 0 0,0%"
27,4,19,"Damas 3 0 0,0%"
27,4,20,"Aungba 2 1 50,0%"
27,4,21,"Gety 1 0 0,0%"
27,4,22,"Komanda 3 0 0,0%"
27,4,23,"Lita 6 0 0,0%"
27,4,24,"Logo 2 0 0,0%"
27,4,25,"Mambasa 2 1 50,0%"
27,4,26,"Rimba 3 0 0,0%"
27,4,27,"Tchomia 2 0 0,0%"
27,4,28,"Kambala 1 1 100,0%"
27,4,29,"Autres ZS (données non ventilées) 94 10 10,6%"
27,4,30,"Sous-total Ituri 629 109 17,3%"
27,4,31,NORD-KIVU
27,4,32,"Katwa 18 10 55,6%"
27,4,33,"Beni 9 7 77,8%"
27,4,34,"Butembo 9 5 55,6%"
27,4,35,"Oicha 2 2 100,0%"
27,4,36,"Kalunguta 1 1 100,0%"
27,4,37,"Kyondo 2 0 0,0%"
27,4,38,"Goma 1 0 0,0%"
27,4,39,"Masereka 1 0 0,0%"
27,4,40,"Vuhovi 1 1 100,0%"
27,4,41,"Sous-total Nord-Kivu 44 26 59,1%"
27,4,42,SUD-KIVU
27,4,43,"Miti-Murhesa 3 1 33,3%"
27,4,44,"Sous-total Sud-Kivu 3 1 33,3%"
27,4,45,"TOTAL 676 136 20,1%"
27,4,48,4
27,5,1,4. ACTIONS DE RIPOSTE PAR PILIER
27,5,2,4.1 Coordination
27,5,3,National / Ituri :
27,5,4, Organisation de cérémonies de deux (2) patients guéris au CTE Elikya (ZS Bunia).
27,5,6, Déploiements des experts nationaux vers la Dps Nord Kivu à Beni-Butembo et dans la Dps Ituri
27,5,7,vers la ZS de Mongbwalu et les environs.
27,5,9,4.2 Surveillance épidémiologique
27,5,11,Tableau 2. Gestion des alertes épidémiologiques (24h) au 10 juin 2026
27,5,13,Indicateur Ituri Nord-Kivu Sud-Kivu Total
27,5,14,Alertes remontées 143 107 7 257
27,5,15,Alertes
27,5,16,116 107 7 230
27,5,17,investiguées
27,5,18,"Taux d'investigation 81,1% 100,0% 100,0% 89,5%"
27,5,19,Vivantes 60 3 6 69
27,5,20,Alertes validées
27,5,21,Décédées 31 19 0 50
27,5,22,Total des cas suspects du jour 91 22 6 119
27,5,24,"En date du 10 juin 2026, 257 alertes ont été remontées à travers les trois provinces touchées, 230 (89,5%)"
27,5,25,"de ces alertes étaient investiguées. Ainsi, 119 cas suspects (31 décès) ont été enregistrés dans les 3"
27,5,26,provinces touchées.
27,5,28,Tableau 3. Suivi des contacts des cas confirmés au 10 juin 2026
27,5,30,Province Contacts sous suivi (n) Contacts vus (n) Taux de suivi (%)
27,5,31,"Ituri 4 703 3 357 71,4%"
27,5,32,"Nord-Kivu 841 597 71,0%"
27,5,33,"Sud-Kivu 224 187 83,5%"
27,5,34,"Total 5 768 4 141 71,8%"
27,5,36, Poursuite des activités de validation des cas probables identifiés.
27,5,37, Continuité de capacitation des équipes de centres de santé et RECO des aires de santé visitées sur la
27,5,38,surveillance en MVE et surveillance à base communautaire.
27,5,39," 260 nouveaux contacts ont été listés dont 151 à Bunia, 41 à Mongbwalu et 67 dans la ZS Lita."
27,5,41,Point sur les activités de points de contrôle et points d’entrées (PoC/PoE)
27,5,43,Tableau 4. Suivi des indicateurs au Points d’entrées et Points de contrôle (PoE/PoC) du 10 juin 2026
27,5,45,Indicateurs Résultats
27,5,46,"Proportion de PoC activés 48,6% (17/35)"
27,5,47,Nombre des voyageurs passés 31 413
27,5,50,5
27,6,1,"% des voyageurs screenés 98,2%"
27,6,2,"%des voyageurs ayant lavé le mains 98,3%"
27,6,3,"%des voyageurs sensibilisés 97,1%"
27,6,4,Nombre d’alertes notifiées 3
27,6,5,Nombre d’alertes validées 3
27,6,6,% d’alertes investiguées ou corps sans vie prélevés dans 24h 0%
27,6,7,% de résultats disponible dans 24h 0%
27,6,8,Nombre d’alertes transférées au CT/CTE ou pour EDS 0
27,6,10,4.3 Laboratoire
27,6,11," Ituri : 109 nouveaux échantillons collectés et analysés (positivité 26,6% ; n=29)"
27,6,13,4.4 Prévention et Contrôle de l'Infection (PCI)
27,6,14, Ituri : Troisième jours 3 de la Formation en PCI avec l'appui de l’OMS de 50 prestataires des Soins
27,6,15,"(IT et Points Focaux de 24 AS de la ZS Bunia), Début de Formation en PCI et EDS avec l'appui de"
27,6,16,"partenaire FHI360 au pilier PCI (ZS Nyakunde, Briefing de 17 journalistes de la presse/Ituri sur les"
27,6,17,mesures préventives durant cette période de MVE).dans la ZS de Bunia Décontamination de 2
27,6,18,"ménages des cas confirmés (Q/ RVA2/AS Bankoko)et (AS Ngezi), le CM Anuarite, CS Mudzi maria,"
27,6,19,"CH Elikya et enfin un briefing de 8 personnes d’un ménage sur le lavage des mains, Briefing de 4"
27,6,20,RECO sur les précautions standard/PCI pour la coupure des chaînes de transmission dans la
27,6,21,communauté
27,6,22," Nord-Kivu : 749 personnes touchées dans les AS Vutsundo et Makasi ,2 817 personnes sensibilisées"
27,6,23,"dans les AS Kivika, Makangala, Masuli et Vungi ,25 411 personnes sensibilisées et 12 894 ménages"
27,6,24,"visités dans les ZS de Goma, Karisimbi et Nyiragongo, 17 145 personnes touchées lors des"
27,6,25,"sensibilisations de masse et 278 lors des causeries éducatives dans les marchés, parkings et points"
27,6,26,"de contrôle ; 3 causeries éducatives organisées dans l’AS Kyaghala (67 personnes touchées), 45"
27,6,27,leaders religieux briefés ; 80 responsables communautaires formés ; 19 membres de l’AVEC
27,6,28,sensibilisés dans l’AS Kyaghala ; Séance d’échanges avec le curé de Vusenzera pour le suivi des
27,6,29,"contacts, 7 alertes communautaires rapportées par les RECO ; 14 alertes supplémentaires rapportées"
27,6,30,"avec l’implication de 130 acteurs communautaires ; 9 rumeurs collectées dont 6 clarifiées, 8 radios"
27,6,31,locales engagées avec production et diffusion de 3 formats radio ; Réception et début d’affichage de
27,6,32,6 banderoles dans les points chauds de Katwa ; Réunion d’orientation stratégique avec le
27,6,33,coordonnateur PNCPS Nord-Kivu pour Katwa et Butembo.
27,6,34, Sud-Kivu : Décontamination de l’Hopital Militaire de Muhumba et Site de Cantonnement de
27,6,35,"Nyakadaka ; évaluation score card de 2 ESS (Chahoboka : 17,7 % et du Poste de Santé Nzinzi :"
27,6,36,"11,3%) avec élaboration du plan de redressement ; briefing de 40 prestataires de l’Hopital Militaire de"
27,6,37,Muhumba ; briefing de 6 hygiénistes du CS Kahungu sur la préparation de la solution chlorée de
27,6,38,"0,05% et de 0,5% décontamination, et l’habillage et déshabillage des EPI ; briefing de 6 hygiénistes"
27,6,39,et 2 superviseurs de la Zone de santé de Katana sur la décontamination avec la technique de 3 seaux
27,6,40,", la sécurisation du corps et l’EDS ; Évaluation des 5 points chauds et installation de dispositifs de lave"
27,6,41,main dans la zone de santé de Mitimurhesa et ZS Katana.
27,6,46,6
27,7,1,4.5 Prise en charge holistique
27,7,2," Deux (2) patients confirmés de la maladie à virus Ebola dans la ZS de Bunia, au CTE Elykia"
27,7,3,(province de l’Ituri) ont été déclarés guéris.
27,7,4, Décès d'un enfant de moins de 5 ans confirmés au CTE Rwampara
27,7,5, Décès de la fillette de l’orphelinat Saint-Nicolas âgé de 10 mois testée positive au CTE CME
27,7,8,Tableau 5. Mouvement des patients dans les établissements de soins (CTE/CT/CI) au 10 juin 2026
27,7,10,Indicateur Ituri Nord-Kivu Sud-Kivu Ensemble
27,7,11,Patients au lit (J-1) 239 17 6 262
27,7,12,Total admissions (24h) 26 0 0 26
27,7,13,Sorties (24h)
27,7,14,Décédés (Suspects/Conf.) 10 0 0 10
27,7,15,Non-cas / Guéris 13 0 0 13
27,7,16,Évadés (Suspects/Conf.) 3 0 0 3
27,7,17,Transférés à l'HGR 0
27,7,18,Total sorties 26 0 0 26
27,7,19,Patients en isolement (Fin
27,7,20,239 17 6 262
27,7,21,J)
27,7,22,dont confirmés (NC+AC) 126 5 1 132
27,7,23,dont suspects 113 12 5 130
27,7,24,Taux d'occupation global
27,7,25,"77,9% 23,9% 18,8% 63,9%"
27,7,26,(239/307) (17/71) (6/32) (262/410)
27,7,28,Activités de santé mentale et soutien psychosociale
27,7,30,Tableau 6. Indicateurs clés des activités de santé mentale et soutien psychosocial au 10 juin 2026
27,7,32,INDICATEURS CLES ITURI NORD-KIVU SUD-KIVU
27,7,33,"Nouveaux cas confirmés admis au CTE ayant 1 (4,2%) 0 0"
27,7,34,bénéficié d'interventions SMSPS
27,7,35,"Cas confirmés en cours de suivi ayant bénéficié 53 (52,0%) 4 (100,0%) 1 (100,0%)"
27,7,36,d'interventions SMSPS
27,7,37,"Nouveaux cas suspects ayant bénéficié 18 (72,0%) 6 (60,0%) 2 (100,0%)"
27,7,38,d'interventions SMSPS
27,7,39,"Cas suspects en cours de suivi ayant bénéficié 7 (8,0%) 22 (78,6%) 7 (100,0%)"
27,7,40,d'interventions SMSPS
27,7,41,Résultats de laboratoire ayant été annoncé 10 0 5
27,7,42,"Dont positifs 2 (20,0%) 0"
27,7,43,Nb Enfants séparés en crèche ayant bénéficié 1 0
27,7,44,d'interventions SMSPS
27,7,45,Nb Enfants séparés en communauté ayant 0 7
27,7,46,bénéficié d'interventions SMSPS
27,7,47,Nb Accompagnants au CTE ayant bénéficié 30 10 5
27,7,48,d'interventions SMSPS
27,7,49,Nb PPL ayant bénéficié d'interventions SMSPS 26 14 6
27,7,52,7
27,8,1,Nb Membres des ménages et communautés ayant 32 5 7
27,8,2,bénéficié d'interventions SMSPS
27,8,3,Nbre d'EDS appuyés 1 4 0
27,8,6,4.6 Continuité des services.
27,8,7," L’évaluation des CS dans les ZS de Kilo, Bambu et Nizi"
27,8,8, Elaboration de plan de redressement de l’HGR MONGBWALU.
27,8,9,4.7 CREC
27,8,10,Nord-Kivu : 749 personnes touchées dont 276 H et 473 F par la sensibilisation sur les mesures
27,8,11,préventives contre la MVE pendant les visites à domiciles dans AS VUTSUNDO et MAKASI
27,8,12, 7 alertes communautaires remontées par les relais communautaires.
27,8,13, Séance des échanges avec le curé de la paroisse Vusenzera pour faciliter le suivi des contacts et le
27,8,14,listage des autres contacts dans la famille du cas positif décès dans l’AS Vusenzera
27,8,15, 25 411 personnes sensibilisées et 12 894 ménages visités à travers les activités porte-à-porte menées
27,8,16,"par les RECO et autres acteurs communautaires dans les Zones de Santé de Goma, Karisimbi et"
27,8,17,"Nyiragongo, 18 radios locales engagées avec 3 formats radio produits et diffusés"
27,8,18, 3 causeries éducatives avec 67 personnes touchées dont 21 H et 46 F sur les mesures préventives
27,8,19,contre la MVE dans l’AS KYAGHALA
27,8,20,Sud-Kivu : Briefing et plaidoyer auprès de 102 enseignants de la sous division de Kabare II en zone
27,8,21,de santé de Miti-murhesa sur la MVE et leur rôle dans la réponse contre la maladie à virus Ebola; 5
27,8,22,"681 personnes dont 3 215 femmes, sensibilisées lors de visites à domicile dans les aires de santé"
27,8,23,"Kahungu, Chaoboka et Lwiro dans 2 126 ménages visités ; 5 émissions réalisées dans les chaînes"
27,8,24,"de radio Radio communautaire de Katana, de Kalehe, Voldi, Enyanya et Maendeleo sur les mesures"
27,8,25,de prévention et les signes de la maladie à virus Ebola.
27,8,26,"Ituri : Caravane motorisée à Bunia, chef-lieu de la province de l’Ituri pour sensibiliser davantage les"
27,8,27,"populations sur la prévention de la MVE à travers différentes pratiques (lavage des mains, adhésion"
27,8,28,"au prélèvement de la température, à l’EDS, au suivi des contacts, …). Cette caravane motorisée a"
27,8,29,scionné les grandes artères de la ville de Bunia et une partie de la ZS RWAMPARA. Appui :
27,8,30,Gouvernement Congolais (Ministère via INSP/COUSP)
27,8,31, Visite guidée des 30 journalistes au CTE de la ZS RWAMPARA pour préparer les émissions en appui
27,8,32,à la riposte à la MVE. Constat : Les conditions de prise en charge sont en cours d’amélioration selon
27,8,33,les témoignages des relais communautaires qui avaient visité ce CTE. Appui : FHI 360
27,8,34, Le Coordonnateur de la riposte serre la main d’une guérie de la MVE dans la ZS NYANKUNDE. C’était
27,8,35,lors de la cérémonie officielle de la remise des certificats attestant la guérison de 8 malades d’Ebola
27,8,36,"dans cette ZS. A cette occasion, certains de ces guéris se sont confiés à la presse pour témoigner de"
27,8,37,leur guérison et adhérer aux différentes mesures préventives de la MVE. Témoignage diffusé à travers
27,8,38,différentes radios).
27,8,39, Appui aux autres piliers : Surveillance : investigation et prélistage des contacts (AS Mudzimaria/
27,8,40,"ZS Bunia,). PCI : Préparation des familles à adhérer à l’EDS en cas de décès communautaires (ZS"
27,8,41,"Bunia, AS Bankoko et Bigo). Résultat : EDS réalisée."
27,8,42,Feed-back communautaires : Les plainte des malades au CTE ne sont pas correctement pris en charge
27,8,43,"sur le plan alimentaire, d’autres quittent même l’hôpital pour aller chercher à mange dehors (capté"
27,8,44,plusieurs fois à Rwampara);
27,8,45,• Les équipes EDS arrivent toujours en retard et les jeunes prennent en charge le corps puis défient les
27,8,46,Recos qui demandent de recourir aux EDS (capté plusieurs fois à Bunia)
27,8,49,8
27,9,1,4.8 Logistique et Sécurité
27,9,2," Livraison des intrants PCI, Médicaments et matériels aux ZS : BUNIA, RWAMPARA, DAMAS, KILO,"
27,9,3,MANGALA et KOMANDA
27,9,4," Livraison des intrants au CH MATTYSEN, au Bureau OMS"
27,9,5, Réception et livraison des chaines de Froid au Grand LABO.
27,9,8,4.9. Sécurité
27,9,9, La situation sécuritaire dans la ville de Bunia (zones de santé de Bunia et Rwampara) est relativement
27,9,10,"calme. Cependant, l’activisme de groupes armés dans les territoires de Djugu, Irumu et Mambasa"
27,9,11,continue de limiter l’accès humanitaire dans plusieurs zones de santé affectées ou à risque.
27,9,13,4.10. PSEA (Prévention contre l'Exploitation et les Abus Sexuels)
