sitrep_no,indicator_code,domain,value,value_source,source_type,extraction_rule,priority,evidence,extracted_at,candidate_flag,qc_valid,qc_note
33,deaths_nordkivu,deaths,467,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 1 467 974 66,4%",2026-06-25 17:03:01.661623,candidate_ok,TRUE,selected_observed_candidate
33,deaths_sudkivu,deaths,80,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 80 80 100,0%",2026-06-25 17:03:01.692246,candidate_ok,TRUE,selected_observed_candidate
33,hz_affected_ituri,geography,21,observed,text_line,hz_affected_ituri,2," Ituri (21/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:03:00.263597,candidate_ok,TRUE,selected_observed_candidate
33,hz_affected_national,geography,33,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 875 202 23,1% 33 sur 104 (31,7 %) 40",2026-06-25 17:03:00.955586,candidate_ok,TRUE,selected_observed_candidate
33,hz_affected_nordkivu,geography,11,observed,text_line,hz_affected_nordkivu,2,"(33)  Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,",2026-06-25 17:03:00.312636,candidate_ok,TRUE,selected_observed_candidate
33,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2, Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:03:00.346332,candidate_ok,TRUE,selected_observed_candidate
34,alerts_reported,surveillance,266,observed,text_line,tbl_alerts_reported,3,Alertes remontées 266 755 7 1028,2026-06-25 17:03:09.008257,candidate_ok,TRUE,selected_observed_candidate
34,alerts_validated,surveillance,4,observed,text_line,tbl_alerts_validated,3,Nombre d'alertes validées 4,2026-06-25 17:03:09.541075,candidate_ok,TRUE,selected_observed_candidate
34,case_fatality_ratio,deaths,26.3,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 896 232 26,3% 33 sur 104 (31,7 %) 21",2026-06-25 17:03:07.629702,candidate_ok,TRUE,selected_observed_candidate
34,cases_ituri,cases,817,observed,text_line,province_row_ituri,2,"Ituri 817 186 22,8% 21 sur 36 (58,3 %) 16",2026-06-25 17:03:07.573542,candidate_ok,TRUE,selected_observed_candidate
34,cases_nordkivu,cases,76,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 76 45 59,2% 11 sur 34 (32,3 %) 5",2026-06-25 17:03:07.589398,candidate_ok,TRUE,selected_observed_candidate
34,cases_sudkivu,cases,80,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 80 80 100,0%",2026-06-25 17:03:09.219349,candidate_ok,TRUE,selected_observed_candidate
34,cumulative_confirmed_cases,cases,896,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 896 232 26,3% 33 sur 104 (31,7 %) 21",2026-06-25 17:03:07.624346,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
34,cumulative_deaths,deaths,232,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 896 232 26,3% 33 sur 104 (31,7 %) 21",2026-06-25 17:03:07.627195,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
34,deaths_ituri,deaths,659,observed,text_line,province_row_ituri,2,"Ituri 4 659 3 297 70,8%",2026-06-25 17:03:09.183236,candidate_ok,TRUE,selected_observed_candidate
34,deaths_nordkivu,deaths,628,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 1 628 1 148 70,5%",2026-06-25 17:03:09.202626,candidate_ok,TRUE,selected_observed_candidate
34,deaths_sudkivu,deaths,80,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 80 80 100,0%",2026-06-25 17:03:09.22374,candidate_ok,TRUE,selected_observed_candidate
34,hz_affected_ituri,geography,21,observed,text_line,hz_affected_ituri,2,"• Ituri (21/36) : Aru, Aungba, Bambu, Bunia, Damas, Gety, Kilo, Komanda, Lita, Logo,",2026-06-25 17:03:06.811172,candidate_ok,TRUE,selected_observed_candidate
34,hz_affected_national,geography,33,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 896 232 26,3% 33 sur 104 (31,7 %) 21",2026-06-25 17:03:07.632435,candidate_ok,TRUE,selected_observed_candidate
34,hz_affected_nordkivu,geography,11,observed,text_line,hz_affected_nordkivu,2,"(33) • Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,",2026-06-25 17:03:06.861981,candidate_ok,TRUE,selected_observed_candidate
34,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,• Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:03:06.896142,candidate_ok,TRUE,selected_observed_candidate
35,alerts_reported,surveillance,436,observed,text_line,tbl_alerts_reported,3,Alertes remontées 436 681 22 1139,2026-06-25 17:03:16.88466,candidate_ok,TRUE,selected_observed_candidate
35,alerts_validated,surveillance,3,observed,text_line,tbl_alerts_validated,3,Nombre d'alertes validées 3,2026-06-25 17:03:17.480349,candidate_ok,TRUE,selected_observed_candidate
35,case_fatality_ratio,deaths,26.3,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 933 245 26,3% 34 sur 104 (32,7 %) 36",2026-06-25 17:03:15.443658,candidate_ok,TRUE,selected_observed_candidate
35,cases_ituri,cases,853,observed,text_line,province_row_ituri,2,"Ituri 853 199 23,3% 22 sur 36 (61,1 %) 35",2026-06-25 17:03:15.374704,candidate_ok,TRUE,selected_observed_candidate
35,cases_nordkivu,cases,77,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 77 45 58,4% 11 sur 34 (32,3 %) 1",2026-06-25 17:03:15.39347,candidate_ok,TRUE,selected_observed_candidate
35,cases_sudkivu,cases,118,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 118 118 100,0%",2026-06-25 17:03:17.170395,candidate_ok,TRUE,selected_observed_candidate
35,cumulative_confirmed_cases,cases,933,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 933 245 26,3% 34 sur 104 (32,7 %) 36",2026-06-25 17:03:15.43867,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
35,cumulative_deaths,deaths,245,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 933 245 26,3% 34 sur 104 (32,7 %) 36",2026-06-25 17:03:15.441189,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
35,deaths_ituri,deaths,199,observed,text_line,province_row_ituri,2,"Ituri 853 199 23,3% 22 sur 36 (61,1 %) 35",2026-06-25 17:03:15.377576,candidate_ok,TRUE,selected_observed_candidate
35,deaths_nordkivu,deaths,821,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 1 821 1 047 57,5%",2026-06-25 17:03:17.154151,candidate_ok,TRUE,selected_observed_candidate
35,deaths_sudkivu,deaths,118,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 118 118 100,0%",2026-06-25 17:03:17.173307,candidate_ok,TRUE,selected_observed_candidate
35,hz_affected_ituri,geography,22,observed,text_line,hz_affected_ituri,2,"• Ituri (22/36) : Aru, Aungba, Bambu, Bunia, Damas, Drodro, Gety, Kilo, Komanda, Lita,",2026-06-25 17:03:14.731641,candidate_ok,TRUE,selected_observed_candidate
35,hz_affected_national,geography,34,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 933 245 26,3% 34 sur 104 (32,7 %) 36",2026-06-25 17:03:15.446135,candidate_ok,TRUE,selected_observed_candidate
35,hz_affected_nordkivu,geography,11,observed,text_line,hz_affected_nordkivu,2,"(34) • Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,",2026-06-25 17:03:14.773232,candidate_ok,TRUE,selected_observed_candidate
35,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,• Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:03:14.802826,candidate_ok,TRUE,selected_observed_candidate
36,alerts_reported,surveillance,233,observed,text_line,tbl_alerts_reported,3,Alertes remontées 233 500 ND 733,2026-06-25 17:03:28.302887,candidate_ok,TRUE,selected_observed_candidate
36,alerts_validated,surveillance,1,observed,text_line,tbl_alerts_validated,3,Nombre d'alertes validées 1,2026-06-25 17:03:29.048827,candidate_ok,TRUE,selected_observed_candidate
36,case_fatality_ratio,deaths,25.8,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 956 247 25,8% 34 sur 104 (32,7 %) 23",2026-06-25 17:03:25.723132,candidate_ok,TRUE,selected_observed_candidate
36,cases_ituri,cases,874,observed,text_line,province_row_ituri,2,"Ituri 874 201 23,0% 22 sur 36 (61,1 %) 21",2026-06-25 17:03:25.532706,candidate_ok,TRUE,selected_observed_candidate
36,cases_nordkivu,cases,79,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 79 45 57,0% 11 sur 34 (32,3 %) 2",2026-06-25 17:03:25.58579,candidate_ok,TRUE,selected_observed_candidate
36,cases_sudkivu,cases,3,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 3 1 33,3% 1 sur 34 (2,9 %) 0",2026-06-25 17:03:25.629326,candidate_ok,TRUE,selected_observed_candidate
36,cumulative_confirmed_cases,cases,956,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 956 247 25,8% 34 sur 104 (32,7 %) 23",2026-06-25 17:03:25.686658,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
36,cumulative_deaths,deaths,247,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 956 247 25,8% 34 sur 104 (32,7 %) 23",2026-06-25 17:03:25.695722,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
36,deaths_ituri,deaths,688,observed,text_line,province_row_ituri,2,"Ituri 4 688 3 649 77,8%",2026-06-25 17:03:28.593451,candidate_ok,TRUE,selected_observed_candidate
36,deaths_nordkivu,deaths,698,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 1 698 778 45,8%",2026-06-25 17:03:28.622968,candidate_ok,TRUE,selected_observed_candidate
36,deaths_sudkivu,deaths,1,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 3 1 33,3% 1 sur 34 (2,9 %) 0",2026-06-25 17:03:25.638295,candidate_ok,TRUE,selected_observed_candidate
36,hz_affected_ituri,geography,22,observed,text_line,hz_affected_ituri,2,"• Ituri (22/36) : Aru, Aungba, Bambu, Bunia, Damas, Drodro, Gety, Kilo, Komanda, Lita,",2026-06-25 17:03:23.443644,candidate_ok,TRUE,selected_observed_candidate
36,hz_affected_national,geography,34,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 956 247 25,8% 34 sur 104 (32,7 %) 23",2026-06-25 17:03:25.733377,candidate_ok,TRUE,selected_observed_candidate
36,hz_affected_nordkivu,geography,11,observed,text_line,hz_affected_nordkivu,2,"(34) • Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,",2026-06-25 17:03:23.564224,candidate_ok,TRUE,selected_observed_candidate
36,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,• Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:03:23.653378,candidate_ok,TRUE,selected_observed_candidate
37,alerts_reported,surveillance,393,observed,text_line,tbl_alerts_reported,3,Alertes remontées 393 436 11 840,2026-06-25 17:03:45.431731,candidate_ok,TRUE,selected_observed_candidate
37,case_fatality_ratio,deaths,25.3,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1003 254 25,3% 34 sur 104 (32,7 %) 47",2026-06-25 17:03:41.652718,candidate_ok,TRUE,selected_observed_candidate
37,cases_ituri,cases,916,observed,text_line,province_row_ituri,2,"Ituri 916 205 22,4% 22 sur 36 (61,1 %) 42",2026-06-25 17:03:41.534896,candidate_ok,TRUE,selected_observed_candidate
37,cases_nordkivu,cases,84,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 84 48 57,1% 11 sur 34 (32,3 %) 5",2026-06-25 17:03:41.567824,candidate_ok,TRUE,selected_observed_candidate
37,cases_sudkivu,cases,58,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 58 58 100,0%",2026-06-25 17:03:46.109823,candidate_ok,TRUE,selected_observed_candidate
37,cumulative_confirmed_cases,cases,1003,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1003 254 25,3% 34 sur 104 (32,7 %) 47",2026-06-25 17:03:41.635446,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
37,cumulative_deaths,deaths,254,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1003 254 25,3% 34 sur 104 (32,7 %) 47",2026-06-25 17:03:41.645233,candidate_ok,FALSE,invalidated_decreased_vs_sitrep_6_value_1881
37,deaths_ituri,deaths,920,observed,text_line,province_row_ituri,2,"Ituri 5 920 4 056 68,5%",2026-06-25 17:03:46.000364,candidate_ok,TRUE,selected_observed_candidate
37,deaths_nordkivu,deaths,935,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 1 935 1 187 61,3%",2026-06-25 17:03:46.059411,candidate_ok,TRUE,selected_observed_candidate
37,deaths_sudkivu,deaths,58,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 58 58 100,0%",2026-06-25 17:03:46.1173,candidate_ok,TRUE,selected_observed_candidate
37,hz_affected_ituri,geography,22,observed,text_line,hz_affected_ituri,2,"• Ituri (22/36) : Aru, Aungba, Bambu, Bunia, Damas, Drodro, Gety, Kilo, Komanda, Lita,",2026-06-25 17:03:40.111054,candidate_ok,TRUE,selected_observed_candidate
37,hz_affected_national,geography,34,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1003 254 25,3% 34 sur 104 (32,7 %) 47",2026-06-25 17:03:41.659622,candidate_ok,TRUE,selected_observed_candidate
37,hz_affected_nordkivu,geography,11,observed,text_line,hz_affected_nordkivu,2,"(34) • Nord-Kivu (11/34) : Beni, Butembo, Goma, Kalunguta, Katwa, Kyondo, Oicha,",2026-06-25 17:03:40.212921,candidate_ok,TRUE,selected_observed_candidate
37,hz_affected_sudkivu,geography,1,observed,text_line,hz_affected_sudkivu,2,• Sud-Kivu (1/34) : Miti-Murhesa,2026-06-25 17:03:40.270214,candidate_ok,TRUE,selected_observed_candidate
37,samples_collected,laboratory,5,observed,text_line,narr_samples_collected,4,• Sud-Kivu : 5 nouveaux échantillons ont été collectés et tous sont revenus négatifs à la MVE après,2026-06-25 17:03:47.502966,candidate_ok,TRUE,selected_observed_candidate
38,alerts_reported,surveillance,300,observed,text_line,tbl_alerts_reported,3,Alertes remontées 300 518 13 831,2026-06-25 17:04:06.139684,candidate_ok,TRUE,selected_observed_candidate
38,case_fatality_ratio,deaths,25.5,observed,text_line,total_row_cases_deaths_cfr_hz,1,"Total 1048 267 25,5% 34 sur 104 (32,7 %) 45",2026-06-25 17:04:02.74433,candidate_ok,TRUE,selected_observed_candidate
38,cases_ituri,cases,954,observed,text_line,province_row_ituri,2,"Ituri 954 216 22,6% 22 sur 36 (61,1 %) 38",2026-06-25 17:04:02.565104,candidate_ok,TRUE,selected_observed_candidate
38,cases_nordkivu,cases,91,observed,text_line,province_row_nordkivu,2,"Nord-Kivu 91 50 54,9% 11 sur 34 (32,3 %) 7",2026-06-25 17:04:02.607559,candidate_ok,TRUE,selected_observed_candidate
38,cases_sudkivu,cases,58,observed,text_line,province_row_sudkivu,2,"Sud-Kivu 58 58 100,0%",2026-06-25 17:04:06.892119,candidate_ok,TRUE,selected_observed_candidate
